geo_point_2d,geo_shape,latitude,longitude,road_name,installed_year,range,type,date,easting,northing,projection,postcode,pc85th_kmh,volume_12h,volume_24h,comm_vhcl,peakvol,suburb_name,ward_name,gisfid
"-38.1016527376, 145.2577325906","{""coordinates"": [145.2577325906, -38.1016527376], ""type"": ""Point""}",-38.1016527375623,145.25773259055828,JACINTA DRIVE,2020,Between 40km/h and 50km/h,W,2020-02-13,347239,5781474,MGA2020 zone 55,3977,42.1,274,362,2.2,10.22,CRANBOURNE WEST,MAYFIELD,743
"-38.1690915137, 145.2953128744","{""coordinates"": [145.2953128744, -38.1690915137], ""type"": ""Point""}",-38.16909151372835,145.29531287442398,STANLEY ROAD DEVON MEADOWS,2019,More than 60km/h,W,2019-03-20,350672,5774052,MGA2020 zone 55,3977,61.0,86,104,7.6,17.31,DEVON MEADOWS,BALLA BALLA,749
"-38.1123971137, 145.3219494142","{""coordinates"": [145.3219494142, -38.1123971137], ""type"": ""Point""}",-38.11239711371576,145.32194941420252,"MACKILLOP WAY, CLYDE NORTH",2019,Between 50km/h and 60km/h,W,2019-05-16,352892,5780385,MGA2020 zone 55,3978,55.0,1973,2344,3.8,18.05,CLYDE NORTH,EDRINGTON,753
"-38.1079466271, 145.3353795471","{""coordinates"": [145.3353795471, -38.1079466271], ""type"": ""Point""}",-38.107946627121244,145.33537954705199,CLYDEVALE AVENUE,2019,Between 50km/h and 60km/h,W,2019-09-02,354060,5780900,MGA2020 zone 55,3978,54.0,866,1190,3.6,8.89,CLYDE NORTH,EDRINGTON,757
"-37.9838532002, 145.2747602859","{""coordinates"": [145.2747602859, -37.9838532002], ""type"": ""Point""}",-37.983853200181954,145.27476028589504,CONRAN AVENUE,2018,Between 50km/h and 60km/h,W,2018-07-10,348490,5794573,MGA2020 zone 55,3802,56.0,600,731,6.3,15.0,ENDEAVOUR HILLS,FOUR OAKS,758
"-38.1464975197, 145.292668537","{""coordinates"": [145.292668537, -38.1464975197], ""type"": ""Point""}",-38.146497519694556,145.29266853699045,CRAIG ROAD  Devon meadows,2019,More than 60km/h,W,2019-05-16,350394,5776555,MGA2020 zone 55,3977,77.0,4918,5983,9.6,10.76,DEVON MEADOWS,BALLA BALLA,759
"-38.1191172668, 145.3021321947","{""coordinates"": [145.3021321947, -38.1191172668], ""type"": ""Point""}",-38.11911726684836,145.3021321947011,ELMSLIE DRIVE,2018,Between 50km/h and 60km/h,W,2018-05-10,351168,5779608,MGA2020 zone 55,3977,59.1,1362,1757,5.59,10.59,CRANBOURNE EAST,BALLA BALLA,764
"-38.072600659, 145.2427107288","{""coordinates"": [145.2427107288, -38.072600659], ""type"": ""Point""}",-38.072600659044156,145.242710728815,FRESHWATER BLVD,2018,Between 50km/h and 60km/h,W,2018-05-08,345861,5784673,MGA2020 zone 55,3975,51.9,1801,2255,7.04,12.6,LYNDHURST,MAYFIELD,769
"-38.1324403323, 145.252623096","{""coordinates"": [145.252623096, -38.1324403323], ""type"": ""Point""}",-38.132440332282584,145.252623095965,SETTLERS RUN,2019,Between 40km/h and 50km/h,W,2019-11-12,346856,5778049,MGA2020 zone 55,3977,40.3,2118,2761,6.61,9.15,BOTANIC RIDGE,BALLA BALLA,775
"-38.0626218197, 145.3227385962","{""coordinates"": [145.3227385962, -38.0626218197], ""type"": ""Point""}",-38.06262181966209,145.322738596157,THE ESPLANADE,2018,Between 50km/h and 60km/h,W,2018-05-09,352861,5785910,MGA2020 zone 55,3805,51.0,2365,3094,4.2,9.21,NARRE WARREN SOUTH,SPRINGFIELD,780
"-38.0633513512, 145.3240525498","{""coordinates"": [145.3240525498, -38.0633513512], ""type"": ""Point""}",-38.063351351204744,145.32405254978343,THE ESPLANADE,2019,Between 50km/h and 60km/h,W,2019-02-26,352978,5785831,MGA2020 zone 55,3805,56.0,1966,2674,3.92,9.91,NARRE WARREN SOUTH,SPRINGFIELD,781
"-38.2119323255, 145.3070184236","{""coordinates"": [145.3070184236, -38.2119323255], ""type"": ""Point""}",-38.21193232548044,145.30701842355376,GLENALVA PARADE,2018,Between 40km/h and 50km/h,W,2018-08-16,351784,5769316,MGA2020 zone 55,3977,41.0,97,116,15.8,10.34,CANNONS CREEK,BALLA BALLA,783
"-38.0435412992, 145.3208865874","{""coordinates"": [145.3208865874, -38.0435412992], ""type"": ""Point""}",-38.04354129923635,145.32088658735842,GOLF LINKS ROAD,2019,Between 50km/h and 60km/h,W,2019-05-30,352660,5788024,MGA2020 zone 55,3805,59.0,3995,5115,1.3,10.38,NARRE WARREN,SPRINGFIELD,784
"-38.1101182525, 145.3110005356","{""coordinates"": [145.3110005356, -38.1101182525], ""type"": ""Point""}",-38.11011825246916,145.31100053559703,HEATHER GROVE,2019,More than 60km/h,W,2019-11-12,351927,5780621,MGA2020 zone 55,3977,66.9,2308,2833,12.13,20.05,CRANBOURNE EAST,MAYFIELD,792
"-38.1441530747, 145.2904964354","{""coordinates"": [145.2904964354, -38.1441530747], ""type"": ""Point""}",-38.14415307466863,145.2904964354198,HOMEVALE DRIVE,2019,Between 40km/h and 50km/h,W,2019-02-26,350199,5776811,MGA2020 zone 55,3977,42.6,465,608,9.65,9.7,BOTANIC RIDGE,BALLA BALLA,793
"-38.0324604656, 145.3655609109","{""coordinates"": [145.3655609109, -38.0324604656], ""type"": ""Point""}",-38.03246046560657,145.36556091094323,MANUKA ROAD,2018,More than 60km/h,W,2018-08-15,356559,5789324,MGA2020 zone 55,3806,61.0,3020,3416,6.6,22.16,BERWICK,EDRINGTON,795
"-38.0371540929, 145.3627742597","{""coordinates"": [145.3627742597, -38.0371540929], ""type"": ""Point""}",-38.03715409290241,145.3627742597194,MANUKA ROAD,2018,More than 60km/h,W,2018-08-25,356324,5788799,MGA2020 zone 55,3806,62.0,4812,5469,5.5,17.59,BERWICK,EDRINGTON,796
"-38.1828522239, 145.3358979857","{""coordinates"": [145.3358979857, -38.1828522239], ""type"": ""Point""}",-38.18285222386449,145.33589798568673,NORTH ROAD,2018,More than 60km/h,W,2018-05-10,354255,5772589,MGA2020 zone 55,3977,88.3,1338,1636,8.85,12.47,DEVON MEADOWS,BALLA BALLA,803
"-37.955555015, 145.2500985841","{""coordinates"": [145.2500985841, -37.955555015], ""type"": ""Point""}",-37.95555501500598,145.25009858411102,POWER ROAD,2020,More than 60km/h,W,2020-02-13,346265,5797673,MGA2020 zone 55,3802,79.4,6408,8104,4.09,11.91,ENDEAVOUR HILLS,FOUR OAKS,806
"-37.9544653008, 145.2534001012","{""coordinates"": [145.2534001012, -37.9544653008], ""type"": ""Point""}",-37.954465300767545,145.253400101193,CHURCHILL PARK DRIVE,2020,More than 60km/h,W,2020-02-13,346553,5797799,MGA2020 zone 55,3156,75.2,3071,3809,1.86,12.23,LYSTERFIELD SOUTH,FOUR OAKS,817
"-38.0916623185, 145.3467841511","{""coordinates"": [145.3467841511, -38.0916623185], ""type"": ""Point""}",-38.09166231853995,145.3467841511107,MONUMENT BOULEVARD,2021,Between 40km/h and 50km/h,W,2021-03-26,355028,5782725,MGA2020 zone 55,3978,45.1,1944,2677,6.4,7.58,CLYDE NORTH,EDRINGTON,819
"-37.9672120963, 145.2819094666","{""coordinates"": [145.2819094666, -37.9672120963], ""type"": ""Point""}",-37.96721209634764,145.28190946655488,HALLAM NORTH ROAD,2021,Between 50km/h and 60km/h,W,2021-03-17,349084,5796432,MGA2020 zone 55,3804,58.8,3296,4149,5.8,10.2,NARRE WARREN NORTH,FOUR OAKS,825
"-37.9979163789, 145.2647876527","{""coordinates"": [145.2647876527, -37.9979163789], ""type"": ""Point""}",-37.9979163788934,145.26478765272805,GUNNS ROAD,2021,Between 50km/h and 60km/h,W,2021-03-17,347643,5792997,MGA2020 zone 55,3803,55.3,257,331,7.2,10.5,HALLAM,RIVER GUM,826
"-38.0809370315, 145.3576144211","{""coordinates"": [145.3576144211, -38.0809370315], ""type"": ""Point""}",-38.080937031535086,145.35761442114193,VIEWBRIGHT ROAD,2021,Between 50km/h and 60km/h,W,2021-03-23,355957,5783932,MGA2020 zone 55,3978,55.1,854,986,3.3,19.5,CLYDE NORTH,EDRINGTON,836
"-38.0651075613, 145.306905191","{""coordinates"": [145.306905191, -38.0651075613], ""type"": ""Point""}",-38.06510756128126,145.30690519096882,THE PROMENADE,2021,Between 30km/h and 40km/h,W,2021-03-24,351477,5785609,MGA2020 zone 55,3805,30.5,1194,1404,5.2,20.14,NARRE WARREN SOUTH,SPRINGFIELD,838
"-38.0265726433, 145.2683751097","{""coordinates"": [145.2683751097, -38.0265726433], ""type"": ""Point""}",-38.02657264326688,145.26837510973246,THE GRANGE,2021,Between 40km/h and 50km/h,W,2021-03-17,348017,5789823,MGA2020 zone 55,3976,44.7,145,196,4.8,10.0,HAMPTON PARK,RIVER GUM,840
"-38.0888418204, 145.2616845915","{""coordinates"": [145.2616845915, -38.0888418204], ""type"": ""Point""}",-38.08884182042334,145.26168459151666,TAPLAN CRESCENT,2021,Between 40km/h and 50km/h,W,2021-03-26,347559,5782902,MGA2020 zone 55,3977,49.9,197,279,3.3,9.7,CRANBOURNE WEST,MAYFIELD,846
"-38.093436248, 145.3469852758","{""coordinates"": [145.3469852758, -38.093436248], ""type"": ""Point""}",-38.09343624795177,145.34698527575716,NEWGRANGE BOULEVARD,2021,Between 40km/h and 50km/h,W,2021-03-23,355049,5782529,MGA2020 zone 55,3978,43.7,1746,2254,10.3,9.4,CLYDE NORTH,EDRINGTON,855
"-38.0555624544, 145.3201854206","{""coordinates"": [145.3201854206, -38.0555624544], ""type"": ""Point""}",-38.05556245440067,145.320185420575,MONTEBELLO BLVD,2021,More than 60km/h,W,2021-03-24,352623,5786689,MGA2020 zone 55,3805,60.7,429,559,3.3,12.0,NARRE WARREN SOUTH,SPRINGFIELD,858
"-38.0024199506, 145.3231220967","{""coordinates"": [145.3231220967, -38.0024199506], ""type"": ""Point""}",-38.00241995058656,145.32312209669422,MONTBRAE CIRCUIT,2021,Between 50km/h and 60km/h,W,2021-03-26,352774,5792591,MGA2020 zone 55,3804,52.1,442,578,8.0,8.3,NARRE WARREN NORTH,FOUR OAKS,859
"-38.0254186949, 145.2628708381","{""coordinates"": [145.2628708381, -38.0254186949], ""type"": ""Point""}",-38.0254186949193,145.26287083814123,MILLSWYN AVENUE,2021,Between 50km/h and 60km/h,W,2021-03-17,347532,5789942,MGA2020 zone 55,3976,55.4,324,436,2.6,8.1,HAMPTON PARK,RIVER GUM,860
"-38.1044153632, 145.2896602021","{""coordinates"": [145.2896602021, -38.1044153632], ""type"": ""Point""}",-38.10441536316596,145.28966020206371,MARKLIN STREET,2021,Between 50km/h and 60km/h,W,2021-03-26,350045,5781219,MGA2020 zone 55,3977,53.3,337,423,7.4,11.18,CRANBOURNE,MAYFIELD,863
"-37.9645242341, 145.2666044212","{""coordinates"": [145.2666044212, -37.9645242341], ""type"": ""Point""}",-37.96452423412916,145.26660442124611,INVERNESS STREET,2021,Between 40km/h and 50km/h,W,2021-03-17,347733,5796705,MGA2020 zone 55,3802,47.2,132,167,6.5,13.1,ENDEAVOUR HILLS,FOUR OAKS,865
"-38.1111705969, 145.3322262249","{""coordinates"": [145.3322262249, -38.1111705969], ""type"": ""Point""}",-38.11117059690224,145.33222622492622,HEATHER GROVE,2021,Between 50km/h and 60km/h,W,2021-03-23,353790,5780538,MGA2020 zone 55,3978,54.7,5758,7706,5.3,8.26,CLYDE NORTH,EDRINGTON,868
"-38.1140307754, 145.2477107468","{""coordinates"": [145.2477107468, -38.1140307754], ""type"": ""Point""}",-38.114030775365684,145.24771074681772,HAYTON PARK BOULEVARD,2021,Between 50km/h and 60km/h,W,2021-03-26,346386,5780084,MGA2020 zone 55,3977,55.4,1010,1267,4.2,11.18,CRANBOURNE WEST,MAYFIELD,869
"-38.0518374567, 145.2907246308","{""coordinates"": [145.2907246308, -38.0518374567], ""type"": ""Point""}",-38.05183745668114,145.29072463083355,FILMER CRESCENT,2021,Between 40km/h and 50km/h,W,2021-03-24,350030,5787055,MGA2020 zone 55,3805,46.0,216,283,7.9,10.0,NARRE WARREN SOUTH,SPRINGFIELD,879
"-38.0677048518, 145.3495176664","{""coordinates"": [145.3495176664, -38.0677048518], ""type"": ""Point""}",-38.067704851829085,145.34951766635524,BRIDGEWATER BLVD,2021,Between 50km/h and 60km/h,W,2021-04-09,355221,5785388,MGA2020 zone 55,3806,57.7,2234,2687,8.2,16.1,BERWICK,EDRINGTON,882
"-38.1109919348, 145.2421699678","{""coordinates"": [145.2421699678, -38.1109919348], ""type"": ""Point""}",-38.110991934821094,145.24216996779123,BRADMAN DRIVE,2021,Between 50km/h and 60km/h,W,2021-03-26,345894,5780412,MGA2020 zone 55,3977,57.5,2645,3387,5.0,13.25,CRANBOURNE WEST,MAYFIELD,884
"-38.115558728, 145.2341665274","{""coordinates"": [145.2341665274, -38.115558728], ""type"": ""Point""}",-38.115558727986176,145.23416652741227,BACCHUS ROAD,2021,Between 50km/h and 60km/h,W,2021-03-26,345202,5779892,MGA2020 zone 55,3977,53.1,261,353,2.3,9.14,CRANBOURNE WEST,MAYFIELD,891
"-37.9938790015, 145.2446870264","{""coordinates"": [145.2446870264, -37.9938790015], ""type"": ""Point""}",-37.99387900152008,145.24468702641784,PAPERBARK STREET,2022,Between 40km/h and 50km/h,W,2022-02-22,345869,5793411,MGA2020 zone 55,3177,45.3,309,440,3.46,7.86,DOVETON,RIVER GUM,894
"-37.9921050015, 145.2440960263","{""coordinates"": [145.2440960263, -37.9921050015], ""type"": ""Point""}",-37.99210500149848,145.2440960262986,ASH STREET,2022,Between 30km/h and 40km/h,W,2022-02-22,345814,5793607,MGA2020 zone 55,3177,36.0,233,303,3.29,10.87,DOVETON,RIVER GUM,896
"-37.9917380016, 145.2322800158","{""coordinates"": [145.2322800158, -37.9917380016], ""type"": ""Point""}",-37.991738001621634,145.23228001577942,PEPPERMINT STREET,2022,Between 40km/h and 50km/h,W,2022-02-22,344775,5793628,MGA2020 zone 55,3177,44.9,104,137,3.43,8.51,DOVETON,RIVER GUM,897
"-37.9981080017, 145.2502720333","{""coordinates"": [145.2502720333, -37.9981080017], ""type"": ""Point""}",-37.998108001732604,145.25027203326806,DOVETON AVENUE,2022,Between 50km/h and 60km/h,W,2022-02-22,346369,5792951,MGA2020 zone 55,3177,52.9,3840,4966,4.29,9.25,EUMEMMERRING,RIVER GUM,906
"-38.019196728, 145.2760155321","{""coordinates"": [145.2760155321, -38.019196728], ""type"": ""Point""}",-38.019196728007884,145.27601553211386,RIMFIRE DRIVE,2018,Between 50km/h and 60km/h,W,2018-08-15,348673,5790654,MGA2020 zone 55,3803,58.0,397,472,22.0,12.71,HALLAM,RIVER GUM,909
"-38.0889027841, 145.2855023124","{""coordinates"": [145.2855023124, -38.0889027841], ""type"": ""Point""}",-38.08890278411411,145.285502312408,MAJESTIC BOULEVARD,2020,Between 30km/h and 40km/h,W,2020-02-13,349648,5782934,MGA2020 zone 55,3977,38.0,2793,3498,2.5,14.41,CRANBOURNE,MAYFIELD,911
"-38.0711340442, 145.3413824415","{""coordinates"": [145.3413824415, -38.0711340442], ""type"": ""Point""}",-38.07113404418623,145.3413824414891,SKYLINE WAY,2019,Between 40km/h and 50km/h,W,2019-06-12,354514,5784995,MGA2020 zone 55,3806,40.6,2246,2706,3.0,17.55,BERWICK,EDRINGTON,915
"-38.0675000084, 145.2465475783","{""coordinates"": [145.2465475783, -38.0675000084], ""type"": ""Point""}",-38.06750000843909,145.24654757833565,ALPINE HEATH WAY,2018,Between 40km/h and 50km/h,W,2018-05-08,346187,5785245,MGA2020 zone 55,3975,48.2,5832,7488,3.0,13.6,LYNDHURST,MAYFIELD,917
"-38.0927726743, 145.2911488182","{""coordinates"": [145.2911488182, -38.0927726743], ""type"": ""Point""}",-38.092772674289094,145.29114881820823,KINGDOM DRIVE,2020,Between 50km/h and 60km/h,W,2020-02-13,350151,5782514,MGA2020 zone 55,3977,52.1,3049,3788,2.7,12.67,CRANBOURNE,MAYFIELD,918
"-38.060533428, 145.2450380827","{""coordinates"": [145.2450380827, -38.060533428], ""type"": ""Point""}",-38.06053342799226,145.24503808270887,CARBINE WAY,2019,Between 40km/h and 50km/h,W,2019-03-14,346040,5786016,MGA2020 zone 55,3975,48.6,493,637,3.52,17.9,LYNDHURST,MAYFIELD,921
"-38.1088975587, 145.2797434021","{""coordinates"": [145.2797434021, -38.1088975587], ""type"": ""Point""}",-38.108897558739294,145.27974340209525,CRANBOURNE DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-17,349184,5780706,MGA2020 zone 55,3977,46.0,2699,3039,2.2,13.03,CRANBOURNE,MAYFIELD,923
"-38.1160355015, 145.2442984557","{""coordinates"": [145.2442984557, -38.1160355015], ""type"": ""Point""}",-38.11603550154921,145.24429845571643,EVERLASTING BOULEVARD,2019,Between 50km/h and 60km/h,W,2019-09-02,346091,5779856,MGA2020 zone 55,3977,58.4,2230,2736,3.5,11.34,CRANBOURNE WEST,MAYFIELD,934
"-38.1222098744, 145.3042919084","{""coordinates"": [145.3042919084, -38.1222098744], ""type"": ""Point""}",-38.1222098744392,145.30429190842244,McEWAN DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-22,351364,5779268,MGA2020 zone 55,3977,48.0,387,526,6.1,8.94,CRANBOURNE EAST,BALLA BALLA,936
"-38.1131769051, 145.2496843596","{""coordinates"": [145.2496843596, -38.1131769051], ""type"": ""Point""}",-38.11317690507317,145.2496843596476,RANFURLIE BOULEVARD,2019,Between 50km/h and 60km/h,W,2019-09-02,346558,5780182,MGA2020 zone 55,3977,55.4,1763,2168,3.1,9.97,CRANBOURNE WEST,MAYFIELD,942
"-38.042615854, 145.3072787625","{""coordinates"": [145.3072787625, -38.042615854], ""type"": ""Point""}",-38.04261585400593,145.30727876245047,GOLF LINKS ROAD,2019,More than 60km/h,W,2019-05-30,351464,5788105,MGA2020 zone 55,3805,67.8,2642,3591,2.2,9.61,NARRE WARREN,SPRINGFIELD,943
"-38.1162534467, 145.3390071897","{""coordinates"": [145.3390071897, -38.1162534467], ""type"": ""Point""}",-38.11625344670681,145.33900718974465,RAMLEGH BOULEVARD,2020,Between 50km/h and 60km/h,W,2020-02-13,354395,5779984,MGA2020 zone 55,3978,52.5,893,1257,6.96,9.31,CLYDE NORTH,EDRINGTON,949
"-37.9870778326, 145.3147433474","{""coordinates"": [145.3147433474, -37.9870778326], ""type"": ""Point""}",-37.98707783262191,145.31474334744183,MEMORIAL DRIVE,2019,More than 60km/h,W,2019-10-22,352008,5794280,MGA2020 zone 55,3804,64.8,2606,3071,8.65,11.1,NARRE WARREN NORTH,FOUR OAKS,951
"-38.0802988679, 145.333298409","{""coordinates"": [145.333298409, -38.0802988679], ""type"": ""Point""}",-38.08029886790525,145.33329840903133,TAMARIND ROAD,2019,Between 40km/h and 50km/h,W,2019-05-21,353823,5783965,MGA2020 zone 55,3977,41.0,142,196,4.7,8.67,CRANBOURNE NORTH,SPRINGFIELD,954
"-38.0100366687, 145.2885665831","{""coordinates"": [145.2885665831, -38.0100366687], ""type"": ""Point""}",-38.0100366686873,145.28856658314535,GUILDFORD CRESCENT,2019,Between 50km/h and 60km/h,W,2019-03-14,349756,5791690,MGA2020 zone 55,3805,54.6,819,1134,3.53,9.26,NARRE WARREN,SPRINGFIELD,959
"-37.9928638459, 145.3099653786","{""coordinates"": [145.3099653786, -37.9928638459], ""type"": ""Point""}",-37.9928638459094,145.30996537855435,FOX ROAD,2019,Between 50km/h and 60km/h,W,2019-05-30,351600,5793630,MGA2020 zone 55,3804,59.8,2079,2487,3.0,14.6,NARRE WARREN NORTH,FOUR OAKS,961
"-38.0393436549, 145.3131303109","{""coordinates"": [145.3131303109, -38.0393436549], ""type"": ""Point""}",-38.03934365486434,145.31313031090494,FLEETWOOD DRIVE,2018,Between 50km/h and 60km/h,W,2018-06-23,351971,5788478,MGA2020 zone 55,3805,56.2,1045,1368,9.07,9.94,NARRE WARREN,SPRINGFIELD,969
"-37.9822551452, 145.239281324","{""coordinates"": [145.239281324, -37.9822551452], ""type"": ""Point""}",-37.982255145161346,145.23928132398794,CONFERTA CRESCENT,2019,Between 40km/h and 50km/h,W,2019-03-13,345370,5794692,MGA2020 zone 55,3177,40.9,109,142,2.67,11.27,DOVETON,RIVER GUM,972
"-38.0595816255, 145.2885431792","{""coordinates"": [145.2885431792, -38.0595816255], ""type"": ""Point""}",-38.05958162545742,145.2885431791625,LIGHTHORSE CRESCENT,2019,Between 30km/h and 40km/h,W,2019-11-12,349855,5786193,MGA2020 zone 55,3805,37.7,80,109,4.59,14.18,NARRE WARREN SOUTH,SPRINGFIELD,977
"-38.0547104613, 145.2945657644","{""coordinates"": [145.2945657644, -38.0547104613], ""type"": ""Point""}",-38.054710461284415,145.29456576443334,BARINGA PARK DRIVE,2019,Between 50km/h and 60km/h,W,2019-05-30,350373,5786743,MGA2020 zone 55,3805,59.1,1667,2099,4.6,15.24,NARRE WARREN SOUTH,SPRINGFIELD,979
"-37.9831744203, 145.3148952744","{""coordinates"": [145.3148952744, -37.9831744203], ""type"": ""Point""}",-37.983174420349904,145.31489527442417,MEMORIAL DRIVE,2019,Between 50km/h and 60km/h,W,2019-08-26,352013,5794713,MGA2020 zone 55,3804,59.2,2502,2898,5.6,12.25,NARRE WARREN NORTH,FOUR OAKS,984
"-38.2069866018, 145.3126972309","{""coordinates"": [145.3126972309, -38.2069866018], ""type"": ""Point""}",-38.206986601797205,145.31269723094601,CANNONS CREEK ROAD,2019,More than 60km/h,W,2019-11-12,352272,5769874,MGA2020 zone 55,3977,81.0,863,1091,5.95,9.8,CANNONS CREEK,BALLA BALLA,986
"-38.1246032098, 145.2853441975","{""coordinates"": [145.2853441975, -38.1246032098], ""type"": ""Point""}",-38.12460320975666,145.28534419746381,EARLSTON CIRCUIT,2019,Between 40km/h and 50km/h,W,2019-05-30,349707,5778972,MGA2020 zone 55,3977,41.5,25,29,0.0,13.79,CRANBOURNE,BALLA BALLA,988
"-38.1787390804, 145.3031222318","{""coordinates"": [145.3031222318, -38.1787390804], ""type"": ""Point""}",-38.17873908041939,145.30312223176026,NORTH ROAD,2019,More than 60km/h,W,2019-09-02,351376,5772994,MGA2020 zone 55,3977,84.5,3077,3739,4.7,11.93,DEVON MEADOWS,BALLA BALLA,991
"-38.1622430513, 145.3045247329","{""coordinates"": [145.3045247329, -38.1622430513], ""type"": ""Point""}",-38.16224305125401,145.30452473290083,WORTHING ROAD,2018,More than 60km/h,W,2018-05-08,351465,5774826,MGA2020 zone 55,3977,63.6,175,201,8.24,15.42,DEVON MEADOWS,BALLA BALLA,994
"-38.1000722376, 145.2841486388","{""coordinates"": [145.2841486388, -38.1000722376], ""type"": ""Point""}",-38.10007223764942,145.28414863879257,NORMANBY STREET,2019,Between 50km/h and 60km/h,W,2019-11-12,349552,5781692,MGA2020 zone 55,3977,51.6,718,884,5.12,11.0,CRANBOURNE,MAYFIELD,996
"-38.0941042032, 145.2684430316","{""coordinates"": [145.2684430316, -38.0941042032], ""type"": ""Point""}",-38.09410420319001,145.26844303160584,MONAHANS ROAD,2019,Between 50km/h and 60km/h,W,2019-08-26,348163,5782329,MGA2020 zone 55,3977,50.5,1805,2317,1.3,10.21,CRANBOURNE,MAYFIELD,1003
"-38.0954098943, 145.2712640443","{""coordinates"": [145.2712640443, -38.0954098943], ""type"": ""Point""}",-38.095409894281836,145.27126404428364,ROBERTS ROAD,2019,Between 50km/h and 60km/h,W,2019-05-30,348413,5782189,MGA2020 zone 55,3977,53.3,651,849,2.1,9.89,CRANBOURNE,MAYFIELD,1004
